customer_id,customer_type,method,rank,product_id,product_name,producer_id,score,score_components,based_on_product_ids,reason_codes,reason_text
C000052,community_group,co_occurrence_discovery,1,P000119,Blackcurrant Punnets,PR000002,0.981503,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.081503, 'diversity_adjustment': 0.0}",P000083|P000123|P000126,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000052,community_group,co_occurrence_discovery,2,P000084,Heritage Rainbow Carrots,PR000003,0.850617,"{'cooccurrence': 0.683333, 'seasonality': 0.08, 'segment_popularity': 0.087283, 'diversity_adjustment': 0.0}",P000132|P000126|P000097,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000052,community_group,co_occurrence_discovery,3,P000103,Soft Goat Cheese,PR000010,0.811888,"{'cooccurrence': 0.683333, 'seasonality': 0.08, 'segment_popularity': 0.048555, 'diversity_adjustment': 0.0}",P000133|P000091|P000132,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000053,young_professional,co_occurrence_discovery,1,P000119,Blackcurrant Punnets,PR000002,0.913684,"{'cooccurrence': 0.733684, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000090|P000095|P000101,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000053,young_professional,co_occurrence_discovery,2,P000096,New Season Potatoes,PR000003,0.905118,"{'cooccurrence': 0.776842, 'seasonality': 0.08, 'segment_popularity': 0.048276, 'diversity_adjustment': 0.0}",P000101|P000097|P000122,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000053,young_professional,co_occurrence_discovery,3,P000092,Seeded Wholemeal Rolls,PR000011,0.801561,"{'cooccurrence': 0.690526, 'seasonality': 0.08, 'segment_popularity': 0.031034, 'diversity_adjustment': 0.0}",P000115|P000090|P000101,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000054,family,co_occurrence_discovery,1,P000097,Aged Farmhouse Cheddar,PR000004,0.910727,"{'cooccurrence': 0.782727, 'seasonality': 0.08, 'segment_popularity': 0.048, 'diversity_adjustment': 0.0}",P000096|P000138|P000090,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000054,family,co_occurrence_discovery,2,P000084,Heritage Rainbow Carrots,PR000003,0.890727,"{'cooccurrence': 0.782727, 'seasonality': 0.08, 'segment_popularity': 0.028, 'diversity_adjustment': 0.0}",P000132|P000101|P000116,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000054,family,co_occurrence_discovery,3,P000102,Curly Green Kale,PR000009,0.830273,"{'cooccurrence': 0.652273, 'seasonality': 0.08, 'segment_popularity': 0.068, 'diversity_adjustment': 0.03}",P000092|P000132|P000125,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000055,community_group,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,0.994798,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.094798, 'diversity_adjustment': 0.0}",P000119|P000112|P000117,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000055,community_group,co_occurrence_discovery,2,P000133,Buttermilk,PR000004,0.767532,"{'cooccurrence': 0.606087, 'seasonality': 0.08, 'segment_popularity': 0.051445, 'diversity_adjustment': 0.03}",P000103|P000126|P000127,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000055,community_group,co_occurrence_discovery,3,P000125,Bristol Orchard Apple Juice,PR000008,0.740643,"{'cooccurrence': 0.552609, 'seasonality': 0.08, 'segment_popularity': 0.078035, 'diversity_adjustment': 0.03}",P000120|P000103|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000056,restaurant,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,0.935,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.035, 'diversity_adjustment': 0.0}",P000117|P000097|P000112,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000056,restaurant,co_occurrence_discovery,2,P000125,Bristol Orchard Apple Juice,PR000008,0.927857,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.027857, 'diversity_adjustment': 0.0}",P000103|P000109|P000134,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000056,restaurant,co_occurrence_discovery,3,P000126,Mixed Salad Leaves,PR000009,0.839018,"{'cooccurrence': 0.691875, 'seasonality': 0.08, 'segment_popularity': 0.037143, 'diversity_adjustment': 0.03}",P000097|P000128|P000094,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000059,young_professional,co_occurrence_discovery,1,P000120,Golden Beetroot,PR000003,0.816698,"{'cooccurrence': 0.678077, 'seasonality': 0.08, 'segment_popularity': 0.058621, 'diversity_adjustment': 0.0}",P000126|P000139|P000125,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000059,young_professional,co_occurrence_discovery,2,P000097,Aged Farmhouse Cheddar,PR000004,0.764403,"{'cooccurrence': 0.599231, 'seasonality': 0.08, 'segment_popularity': 0.055172, 'diversity_adjustment': 0.03}",P000126|P000084|P000139,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000059,young_professional,co_occurrence_discovery,3,P000134,Olive and Herb Ciabatta,PR000005,0.721048,"{'cooccurrence': 0.583462, 'seasonality': 0.08, 'segment_popularity': 0.027586, 'diversity_adjustment': 0.03}",P000125|P000139|P000091,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000061,restaurant,co_occurrence_discovery,1,P000132,Leek and Onion Box,PR000003,0.898753,"{'cooccurrence': 0.73661, 'seasonality': 0.08, 'segment_popularity': 0.082143, 'diversity_adjustment': 0.0}",P000122|P000118|P000116,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000061,restaurant,co_occurrence_discovery,2,P000097,Aged Farmhouse Cheddar,PR000004,0.89414,"{'cooccurrence': 0.722712, 'seasonality': 0.08, 'segment_popularity': 0.091429, 'diversity_adjustment': 0.0}",P000122|P000126|P000096,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000061,restaurant,co_occurrence_discovery,3,P000125,Bristol Orchard Apple Juice,PR000008,0.707688,"{'cooccurrence': 0.569831, 'seasonality': 0.08, 'segment_popularity': 0.027857, 'diversity_adjustment': 0.03}",P000103|P000134|P000114,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000062,community_group,co_occurrence_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000130|P000128|P000103,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000062,community_group,co_occurrence_discovery,2,P000097,Aged Farmhouse Cheddar,PR000004,0.872966,"{'cooccurrence': 0.706897, 'seasonality': 0.08, 'segment_popularity': 0.056069, 'diversity_adjustment': 0.03}",P000138|P000090|P000128,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000062,community_group,co_occurrence_discovery,3,P000113,Autumn Raspberries,PR000008,0.853939,"{'cooccurrence': 0.678621, 'seasonality': 0.08, 'segment_popularity': 0.065318, 'diversity_adjustment': 0.03}",P000111|P000125|P000128,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000064,family,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000119|P000127|P000120,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000064,family,co_occurrence_discovery,2,P000102,Curly Green Kale,PR000009,0.921143,"{'cooccurrence': 0.773143, 'seasonality': 0.08, 'segment_popularity': 0.068, 'diversity_adjustment': 0.0}",P000120|P000125|P000115,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000064,family,co_occurrence_discovery,3,P000091,Live Natural Yoghurt,PR000010,0.888571,"{'cooccurrence': 0.796571, 'seasonality': 0.08, 'segment_popularity': 0.012, 'diversity_adjustment': 0.0}",P000109|P000133|P000127,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000066,restaurant,co_occurrence_discovery,1,P000132,Leek and Onion Box,PR000003,0.982143,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.082143, 'diversity_adjustment': 0.0}",P000122|P000100|P000142,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000066,restaurant,co_occurrence_discovery,2,P000102,Curly Green Kale,PR000009,0.788085,"{'cooccurrence': 0.628085, 'seasonality': 0.08, 'segment_popularity': 0.05, 'diversity_adjustment': 0.03}",P000120|P000098|P000101,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000066,restaurant,co_occurrence_discovery,3,P000133,Buttermilk,PR000004,0.735745,"{'cooccurrence': 0.575745, 'seasonality': 0.08, 'segment_popularity': 0.05, 'diversity_adjustment': 0.03}",P000091|P000127|P000086,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000067,community_group,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,0.994798,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.094798, 'diversity_adjustment': 0.0}",P000097|P000127|P000138,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000067,community_group,co_occurrence_discovery,2,P000101,Forced Rhubarb Stems,PR000008,0.949425,"{'cooccurrence': 0.7585, 'seasonality': 0.08, 'segment_popularity': 0.080925, 'diversity_adjustment': 0.03}",P000084|P000092|P000127,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000067,community_group,co_occurrence_discovery,3,P000091,Live Natural Yoghurt,PR000010,0.870584,"{'cooccurrence': 0.697, 'seasonality': 0.08, 'segment_popularity': 0.063584, 'diversity_adjustment': 0.03}",P000109|P000133|P000092,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000068,family,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000119|P000122|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000068,family,co_occurrence_discovery,2,P000098,Rosemary Focaccia Slab,PR000005,0.810286,"{'cooccurrence': 0.644286, 'seasonality': 0.08, 'segment_popularity': 0.056, 'diversity_adjustment': 0.03}",P000134|P000122|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000068,family,co_occurrence_discovery,3,P000083,Somerset Discovery Apples,PR000002,0.786286,"{'cooccurrence': 0.644286, 'seasonality': 0.08, 'segment_popularity': 0.032, 'diversity_adjustment': 0.03}",P000119|P000134|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000069,young_professional,co_occurrence_discovery,1,P000119,Blackcurrant Punnets,PR000002,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000083|P000096|P000120,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000069,young_professional,co_occurrence_discovery,2,P000133,Buttermilk,PR000004,0.809327,"{'cooccurrence': 0.66381, 'seasonality': 0.08, 'segment_popularity': 0.065517, 'diversity_adjustment': 0.0}",P000108|P000103|P000126,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000069,young_professional,co_occurrence_discovery,3,P000125,Bristol Orchard Apple Juice,PR000008,0.77601,"{'cooccurrence': 0.644286, 'seasonality': 0.08, 'segment_popularity': 0.051724, 'diversity_adjustment': 0.0}",P000120|P000103|P000114,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000071,restaurant,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,0.935,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.035, 'diversity_adjustment': 0.0}",P000119|P000097|P000112,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000071,restaurant,co_occurrence_discovery,2,P000133,Buttermilk,PR000004,0.705065,"{'cooccurrence': 0.575065, 'seasonality': 0.08, 'segment_popularity': 0.05, 'diversity_adjustment': 0.0}",P000126|P000092|P000123,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000071,restaurant,co_occurrence_discovery,3,P000125,Bristol Orchard Apple Juice,PR000008,0.693571,"{'cooccurrence': 0.585714, 'seasonality': 0.08, 'segment_popularity': 0.027857, 'diversity_adjustment': 0.0}",P000109|P000120|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000072,community_group,co_occurrence_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000084|P000128|P000091,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000072,community_group,co_occurrence_discovery,2,P000101,Forced Rhubarb Stems,PR000008,0.906379,"{'cooccurrence': 0.745455, 'seasonality': 0.08, 'segment_popularity': 0.080925, 'diversity_adjustment': 0.0}",P000084|P000096|P000104,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000072,community_group,co_occurrence_discovery,3,P000097,Aged Farmhouse Cheddar,PR000004,0.881524,"{'cooccurrence': 0.745455, 'seasonality': 0.08, 'segment_popularity': 0.056069, 'diversity_adjustment': 0.0}",P000096|P000138|P000084,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000074,family,co_occurrence_discovery,1,P000096,New Season Potatoes,PR000003,0.9508,"{'cooccurrence': 0.7708, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000119|P000127|P000106,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000074,family,co_occurrence_discovery,2,P000125,Bristol Orchard Apple Juice,PR000008,0.7792,"{'cooccurrence': 0.6232, 'seasonality': 0.08, 'segment_popularity': 0.076, 'diversity_adjustment': 0.0}",P000103|P000102|P000134,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000074,family,co_occurrence_discovery,3,P000133,Buttermilk,PR000004,0.7748,"{'cooccurrence': 0.6068, 'seasonality': 0.08, 'segment_popularity': 0.088, 'diversity_adjustment': 0.0}",P000103|P000127|P000132,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000075,community_group,co_occurrence_discovery,1,P000132,Leek and Onion Box,PR000003,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000084|P000122|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000075,community_group,co_occurrence_discovery,2,P000097,Aged Farmhouse Cheddar,PR000004,0.625269,"{'cooccurrence': 0.4592, 'seasonality': 0.08, 'segment_popularity': 0.056069, 'diversity_adjustment': 0.03}",P000122|P000084|P000095,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000075,community_group,co_occurrence_discovery,3,P000119,Blackcurrant Punnets,PR000002,0.552303,"{'cooccurrence': 0.3608, 'seasonality': 0.08, 'segment_popularity': 0.081503, 'diversity_adjustment': 0.03}",P000095|P000084|P000122,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000076,restaurant,co_occurrence_discovery,1,P000132,Leek and Onion Box,PR000003,0.982143,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.082143, 'diversity_adjustment': 0.0}",P000084|P000118|P000102,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000076,restaurant,co_occurrence_discovery,2,P000103,Soft Goat Cheese,PR000010,0.743571,"{'cooccurrence': 0.585714, 'seasonality': 0.08, 'segment_popularity': 0.047857, 'diversity_adjustment': 0.03}",P000133|P000125|P000110,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000076,restaurant,co_occurrence_discovery,3,P000109,Salted Farm Butter,PR000004,0.6375,"{'cooccurrence': 0.453929, 'seasonality': 0.08, 'segment_popularity': 0.073571, 'diversity_adjustment': 0.03}",P000091|P000125|P000104,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000077,community_group,co_occurrence_discovery,1,P000125,Bristol Orchard Apple Juice,PR000008,0.978035,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.078035, 'diversity_adjustment': 0.0}",P000103|P000134|P000133,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000077,community_group,co_occurrence_discovery,2,P000084,Heritage Rainbow Carrots,PR000003,0.833533,"{'cooccurrence': 0.66625, 'seasonality': 0.08, 'segment_popularity': 0.087283, 'diversity_adjustment': 0.0}",P000132|P000103|P000107,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000077,community_group,co_occurrence_discovery,3,P000091,Live Natural Yoghurt,PR000010,0.809834,"{'cooccurrence': 0.66625, 'seasonality': 0.08, 'segment_popularity': 0.063584, 'diversity_adjustment': 0.0}",P000133|P000103|P000134,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000078,family,co_occurrence_discovery,1,P000128,Multiseed Bagels,PR000011,0.976,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.076, 'diversity_adjustment': 0.0}",P000126|P000130|P000092,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000078,family,co_occurrence_discovery,2,P000097,Aged Farmhouse Cheddar,PR000004,0.861684,"{'cooccurrence': 0.733684, 'seasonality': 0.08, 'segment_popularity': 0.048, 'diversity_adjustment': 0.0}",P000126|P000137|P000110,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000078,family,co_occurrence_discovery,3,P000125,Bristol Orchard Apple Juice,PR000008,0.790211,"{'cooccurrence': 0.604211, 'seasonality': 0.08, 'segment_popularity': 0.076, 'diversity_adjustment': 0.03}",P000114|P000126|P000092,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers|producer_diversity_applied,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers, selected to improve producer diversity."
C000079,young_professional,co_occurrence_discovery,1,P000119,Blackcurrant Punnets,PR000002,1.0,"{'cooccurrence': 0.82, 'seasonality': 0.08, 'segment_popularity': 0.1, 'diversity_adjustment': 0.0}",P000120|P000129|P000126,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
C000079,young_professional,co_occurrence_discovery,2,P000096,New Season Potatoes,PR000003,0.906225,"{'cooccurrence': 0.777949, 'seasonality': 0.08, 'segment_popularity': 0.048276, 'diversity_adjustment': 0.0}",P000097|P000101|P000106,commonly_bought_together|similar_basket_pattern|new_to_customer|seasonally_available|popular_with_similar_customers,"Recommended because it is commonly bought with products this customer purchased, found in similar baskets, not previously purchased by this customer, currently in season, popular with similar customers."
